Time,Speed,Location,County,State,Lat,Lon,Comments
0138,UNK,4 NE OXFORD,BENTON,IN,40.56,-87.19,REPORTS OF NUMEROUS STRUCTURES DAMAGED ALONG COUNTY ROAD E 330 S FROM NEAR ATKINSON EAST TO THE COUNTY LINE. CORNER OF 2ND FLOOR AND NEARLY ENTIRE ROOF OF NEW CONSTRUCT (LOT)
0140,UNK,2 N BROCTON,EDGAR,IL,39.75,-87.93,PICKUP TRUCK AND MOTOR HOME TRAPPED BY DOWNED POWER LINES ALONG ROUTE 49 SOUTH OF HIGHWAY 36. (ILX)
0140,UNK,3 NW BROCTON,DOUGLAS,IL,39.75,-87.97,RELAYED VIA BROADCAST MEDIA. FARM OUTBUILDING BLOWN OVER. (ILX)
0140,61,PEOTONE,WILL,IL,41.33,-87.79,(LOT)
0144,74,3 NE NAVY PIER,LMZ741,IL,41.92,-87.57,MEASURED AT THE HARRISON-DEVER CRIB. (LOT)
0145,UNK,1 WSW LA GRANGE,FAYETTE,TN,35.05,-89.25,SEVERAL TREES UPROOTED IN THE AREA AROUND LA GRANGE. (MEG)
0146,UNK,CREST HILL,WILL,IL,41.55,-88.14,WIRES DOWN AT THEODORE AND CEDARWOOD. (LOT)
0147,UNK,5 SW HUNTINGDON,CARROLL,TN,35.97,-88.48,REPORT FROM MPING: 3-INCH TREE LIMBS BROKEN; POWER POLES BROKEN. (MEG)
0147,UNK,3 W GEORGETOWN,VERMILION,IL,39.98,-87.69,TWO POWER POLES BLOWN DOWN NEAR 750 NORTH ROAD. (ILX)
0149,UNK,2 E REMINGTON,JASPER,IN,40.77,-87.12,REPORTS OF 6 SEMIS FLIPPED AT SOUTHBOUND EXIT 201 ON I-65. TIME ESTIMATED BASED ON RADAR. (LOT)
0150,UNK,EFFINGHAM,EFFINGHAM,IL,39.12,-88.54,ROADS BLOCKED BY DOWNED LINES IN EFFINGHAM. TIME ESTIMATED FROM RADAR. (ILX)
0150,UNK,4 NNW BADGER GROVE,WHITE,IN,40.64,-87.01,SPOTTER REPORTS VEHICLES BLOWN OVER AND DAMAGE IN THE MEDIAN ALONG I-65 MILE MARKERS 187-190... NEAR SR-18 EXIT. (IWX)
0150,UNK,PARK FOREST,COOK,IL,41.48,-87.69,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM PARK FOREST. 11" BRANCH SPLIT OFF OF AN 18" THICK TREE - LAKEWOOD BOULEVARD. (LOT)
0151,UNK,1 W NEOGA,CUMBERLAND,IL,39.32,-88.46,DELAYED REPORT. LARGE TREE SNAPPED AT THE BASE AT THE INTERSECTION OF 6TH ST. AND PARK AVE. (ILX)
0153,UNK,2 W MERRILLVILLE,LAKE,IN,41.47,-87.36,PHOTO OF 5 POWER POLES EITHER SNAPPED OR LEANING DUE TO WIND. (LOT)
0156,UNK,1 NE INDIANA BEACH,WHITE,IN,40.8,-86.74,A FEW SMALLER TREE LIMBS DOWNED AND A FEW SHINGLES BLOWN OFF A ROOF. (IWX)
0158,67,COLES COUNTY AIRPORT,COLES,IL,39.48,-88.28,(ILX)
0200,59,3 SW DUNDAS,RICHLAND,IL,38.8,-88.12,MESONET STATION F1422 OLNEY. (ILX)
0201,70,CROWN POINT,LAKE,IN,41.42,-87.37,129TH AND DELAWARE SUSTAINED WINDS 50-55 MPH E 65-70 GUSTS. (LOT)
0205,UNK,4 SE PERRYSVILLE,FOUNTAIN,IN,40.02,-87.37,MULTIPLE POWER LINES DOWN IN AN AREA AROUND CATES TO KINGMAN. (IND)
0205,UNK,4 W BADGER GROVE,WHITE,IN,40.59,-87.03,62 MPH WIND GUST RECORDED IN ROUND GROVE... IN. BUILDING COLLAPSED. (IWX)
0210,60,CHESTER,RANDOLPH,IL,37.92,-89.82,PEA SIZED HAIL ALSO OCCURRED. (LSX)
0210,UNK,2 NE VALPARAISO,PORTER,IN,41.49,-87.04,SEVERAL TREES AND POWER LINES DOWNED ACROSS THE NORTH SIDE OF VALPARAISO. (LOT)
0211,74,VALPARAISO AIRPORT,PORTER,IN,41.45,-87.01,65 KT GUST AT KVPZ. (LOT)
0213,UNK,1 WSW CRUMSTOWN,ST. JOSEPH,IN,41.62,-86.43,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 1 WSW CRUMSTOWN. TREE DOWN. CORRECTED TIME. (IWX)
0218,63,4 NE BEVERLY SHORES,LMZ745,IN,41.73,-86.93,MEASURED AT MCYI3. (LOT)
0219,UNK,3 SSW WHEATFIELD,JASPER,IN,41.16,-87.08,TREE DOWNED ONTO ROAD. TIME ESTIMATED FROM RADAR. (LOT)
0220,UNK,3 SW ROYAL CENTER,CASS,IN,40.82,-86.54,SEVERAL HOMES DAMAGED AT 875W AND 400N. (IWX)
0222,78,DEMOTTE,JASPER,IN,41.19,-87.2,POWER POLES ALSO DOWNED IN THE DEMOTTE AREA. (LOT)
0224,UNK,3 WSW SULLIVAN,SULLIVAN,IN,39.08,-87.46,*** 2 FATAL... 1 INJ *** THUNDERSTORM WINDS CONSISTENT WITH PROBABLE TORNADO. 2 FATALITIES AND 1 INJURY AND 1 PERSON MISSING. TIME ESTIMATED. (IND)
0230,UNK,2 S BETHEL SPRINGS,MCNAIRY,TN,35.21,-88.61,EXTENSIVE DAMAGE TO A CHURCH AND SEVERAL HOMES ON HIGHWAY 45 BETWEEN BETHEL SPRINGS AND SELMER. (MEG)
0230,UNK,8 WNW BATTLE GROUND,TIPPECANOE,IN,40.54,-86.98,THUNDERSTORM WINDS FLATTENED 2 STRUCTURES TO BASEMENT. SEVERAL OTHER STRUCTURES WITH ROOFS BLOWN OFF NEAR JUNCTION OF BENTON TIPPECANOE AND WHITE COUNTIES. 1 INCH HAIL (IND)
0235,59,2 N NEW MARKET,MONTGOMERY,IN,39.98,-86.92,OBSERVED AT KCFJ AWOS. (IND)
0235,58,3 SSW LA PORTE,LA PORTE,IN,41.57,-86.73,AWOS STATION KPPO LA PORTE. (IWX)
0235,UNK,2 ESE MISHAWAKA,ST. JOSEPH,IN,41.66,-86.13,LARGE TREE SNAPPED LAING AVE. (IWX)
0237,UNK,4 E AVA,JACKSON,IL,37.89,-89.42,TREE LIMBS DOWN. PIECES OF SHEET METAL BLOWN AROUND. WIND GUSTS ESTIMATED 60-65 MPH. TIME ESTIMATED FROM RADAR. (PAH)
0240,60,2 SSW MURRAY,CALLOWAY,KY,36.59,-88.33,WIND GUSTS ESTIMATED AT 60MPH IN SOUTHWEST MURRAY. (PAH)
0241,UNK,1 SW COLFAX,CLINTON,IN,40.18,-86.68,THUNDERSTORM WINDS SNAPPED TOPS OFF OF 20 TREES AND BLEW ROOF OF OF BARN. (IND)
0245,60,4 WNW NEWBURGH,VANDERBURGH,IN,37.96,-87.47,ESTIMATED ON EAST SIDE OF EVANSVILLE. (PAH)
0245,UNK,1 W THORNTOWN,BOONE,IN,40.13,-86.63,BARN DESTROYED. TIME ESTIMATED VIA RADAR. (IND)
0245,UNK,1 SSE PLYMOUTH,MARSHALL,IN,41.34,-86.31,TREE ACROSS ROAD. TIME ESTIMATED FROM RADAR. (IWX)
0245,UNK,NORTH LIBERTY,ST. JOSEPH,IN,41.53,-86.43,JOHNSTON ROAD WEST OF CRUMSTOWN HIGHWAY... ROAD BLOCKED DUE TO DOWNED TREE. TIME ESTIMATED FROM RADAR. (IWX)
0249,60,PERU,MIAMI,IN,40.75,-86.07,(IWX)
0253,75,PATRICKSBURG,OWEN,IN,39.31,-86.96,PEA SIZED HAIL ALSO REPORTED. (IND)
0254,UNK,1 SSW MAHON,HUNTINGTON,IN,40.93,-85.39,TREE ACROSS ROAD. NO INFORMATION ON HEALTH OF TREE. (IWX)
0255,UNK,1 W GERMANTOWN,SHELBY,TN,35.09,-89.81,SOFTWOOD TREES UPROOTED NEAR POPLAR PIKE AND GERMANTOWN ROAD. (MEG)
0255,UNK,2 SW KEWANNA,FULTON,IN,41,-86.45,TREE ACROSS ROAD. (IWX)
0256,UNK,SELMER,MCNAIRY,TN,35.17,-88.59,TREES DOWN NEAR THE INTERSECTION OF DOWTY ROAD AND PEACH STREET ON THE NORTH SIDE OF SELMER. (MEG)
0300,UNK,4 WSW SOUTHEAST MEMPHIS,SHELBY,TN,35.05,-89.96,*** 3 FATAL *** SEVERAL TREES WERE BLOWN DOWN ON TOP OF SEVERAL HOUSES ON SOUTH EDGEWARE ROAD IN MEMPHIS. ONE ADULT AND TWO CHILDREN WERE FOUND DEAD IN ONE OF THESE HOU (MEG)
0302,UNK,3 SSE FAIR PLAIN,BERRIEN,MI,42.04,-86.43,M-139 (NILES ROAD) AT TANGLEWOOD TRAIL CLOSED DUE TO A DOWNED TREE BLOCKING THE ROADWAY. BOTH NORTH AND SOUTH BOUND LANES BLOCKED. (IWX)
0305,UNK,BOURBON,MARSHALL,IN,41.3,-86.12,SEVERAL TREES DOWNED AT A RESIDENCE. (IWX)
0310,83,GOSPORT,OWEN,IN,39.35,-86.67,SEVERE WINDS LASTED 8 MINUTES 1110PM TO 1118PM. 3 TREES DOWN. DIME HAIL. (IND)
0310,UNK,1 NNW NEW PARIS,ELKHART,IN,41.52,-85.84,METAL BARN PARTIALLY DESTROYED WITH PIECES OF METAL THROWN INTO NEARBY TREES. (IWX)
0315,60,3 N BELLE PRAIRIE CITY,WAYNE,IL,38.27,-88.54,(PAH)
0318,UNK,FULTON,FULTON,IN,40.95,-86.26,SEVERAL TREES DOWNED ACROSS SOUTHERN PART OF COUNTY. (IWX)
0319,64,2 N NORTH WEBSTER,KOSCIUSKO,IN,41.36,-85.7,MEASURED GUST 64 MPH. (IWX)
0320,UNK,1 S WOODLAND,ST. JOSEPH,IN,41.55,-86.18,REPORT ON TWITTER OF A BARN FIRE ONGOING AT 16000 OSBORNE ROAD AS OF 11:20 PM ET. UNSURE OF CAUSE. (IWX)
0323,UNK,3 ENE PARAGON,MORGAN,IN,39.41,-86.5,WINDS DOWNED MULTIPLE TREES WITH CONSIDERABLE HOME DAMAGE BETWEEN MARTINSVILLE AND PARAGON. ALSO ESTIMATED 60 MPH WINDS IN PARAGON. (IND)
0325,UNK,6 SW BROWNSVILLE-BAWCOM,OUACHITA,LA,32.44,-92.24,A PICTURE WAS POSTED TO SOCIAL MEDIA OF A LARGE LIMB THAT BROKE THROUGH A KITCHEN WINDOW OF A HOME ON CAPLES ROAD IN WEST MONROE. (SHV)
0325,UNK,4 ENE RUSSIAVILLE,HOWARD,IN,40.43,-86.2,THUNDERSTORM WINDS PARTIALLY COLLAPSED 2 HOMES AND DOWNED TREES AT COUNTY ROADS 400 WEST AND 300 SOUTH. BUILDING COLLAPSED AT 750 WEST AND 5145 SOUTH. POSSIBLE FUNNEL C (IND)
0325,UNK,SWAYZEE,GRANT,IN,40.51,-85.82,DAMAGE TO SEVERAL BUILDINGS. (IWX)
0326,UNK,3 N CASTOR,BIENVILLE,LA,32.29,-93.16,REPORTS OF EXTENSIVE WIND DAMAGE TO TREES AND POWERLINES ACROSS BIENVILLE PARISH... WITH THE SHERIFF DEPARTMENT RECEIVING SEVERAL REPORTS BETWEEN THE TOWN OF CASTOR AND (SHV)
0329,UNK,MONROVIA,MORGAN,IN,39.58,-86.48,PRIVACY FENCE DESTROYED AND WINDOW BROKEN. (IND)
0330,59,2 S COESSE,WHITLEY,IN,41.11,-85.4,MESONET STATION PDU05 NORTHEAST PURDUE AGRICULTURAL CE. (IWX)
0330,UNK,5 NNE NEW HAVEN,ALLEN,IN,41.13,-85.01,5 SEMIS BLOWN OVER. DAMAGE TO COMMERCIAL STRUCTURE. TREE ON HOME ON NEARBY DOTY RD. VEHICLES BLOWN INTO YARD. (IWX)
0331,68,2 ENE NINE MILE,ALLEN,IN,40.98,-85.18,(IWX)
0331,59,3 NW BRUNERSBURG,DEFIANCE,OH,41.33,-84.43,(IWX)
0333,UNK,1 SSE WHITELAND,JOHNSON,IN,39.54,-86.08,THUNDERSTORM WINDS CONSISTENT WITH PROBABLE TORNADO DESTROYED MULTIPLE HOMES ON BOTH SIDES OF US HIGHWAY 31 WITH WAREHOUSE DAMAGE. TIME ESTIMATED. (IND)
0335,58,MOUNT CARMEL AIRPORT,LAWRENCE,IL,38.61,-87.73,FROM THUNDERSTORM OUTFLOW. (ILX)
0335,UNK,GAS CITY,GRANT,IN,40.49,-85.61,DAMAGE TO SEVERAL BUILDINGS. (IWX)
0336,67,INDIANAPOLIS INT'L AIRP,MARION,IN,39.72,-86.29,(IND)
0340,65,3 E AVON,HENDRICKS,IN,39.76,-86.34,(IND)
0344,60,UNION CITY,BRANCH,MI,42.07,-85.14,TRAINED SPOTTER ESTIMATES WIND GUSTS OF 60 MPH AT OLDS RD AND UNION CITY RD. (IWX)
0345,UNK,3 S FLINT,STEUBEN,IN,41.64,-85.14,LARGE TREE DOWNED. (IWX)
0346,UNK,5 SW HUNTINGDON,CARROLL,TN,35.97,-88.48,REPORT FROM MPING: 1-INCH TREE LIMBS BROKEN; SHINGLES BLOWN OFF. (MEG)
0349,UNK,1 NNE HOPKINSVILLE,CHRISTIAN,KY,36.87,-87.49,*** 1 INJ *** SCATTERED LARGE TREE BRANCHES DOWN. SEVERAL SHALLOW-ROOTED TREES UPROOTED. TWO 2-STORY BUILDINGS DOWNTOWN HAD WINDOWS BLOWN OUT WHICH CAUSED THE OUTER WAL (PAH)
0350,65,2 S ANDERSON,MADISON,IN,40.06,-85.69,WINDS AT ONSET OF THUNDERSTORM. REPORTS OF NUMEROUS POWER POLES AND LINES DOWN ACROSS MADISON COUNTY. TIME ESTIMATED. (IND)
0354,UNK,QUITMAN,JACKSON,LA,32.35,-92.72,TREES AND POWER LINES WERE DOWNED IN QUITMAN. (SHV)
0354,67,1 WSW LAKE JAMES,STEUBEN,IN,41.7,-85.06,(IWX)
0355,UNK,HICKORY VALLEY,HARDEMAN,TN,35.15,-89.13,2" DIAMETER TREE LIMBS KNOCKED DOWN. METAL ROOFING IN ROADWAY. (MEG)
0355,60,GRAYVILLE,EDWARDS,IL,38.26,-88,(PAH)
0355,68,3 ESE FAIRLAND,SHELBY,IN,39.58,-85.8,ASOS STATION KGEZ SHELBYVILLE. (IND)
0355,UNK,MORRISTOWN,SHELBY,IN,39.67,-85.7,THUNDERSTORM WINDS DOWNED GAS STATION OVERHANGING ROOF. TIME ESTIMATED. (IND)
0355,UNK,2 SW PONETO,WELLS,IN,40.64,-85.25,STRUCTURAL DAMAGE TO A BARN... POWER LINES DOWNED... AND DOWNED TREES. (IWX)
0355,68,2 N KENDALLVILLE,NOBLE,IN,41.47,-85.26,(IWX)
0357,UNK,CORYDON,HARRISON,IN,38.21,-86.13,REPORTS OF TREES DOWN. (LMK)
0400,60,2 E BLUFFTON,WELLS,IN,40.74,-85.14,(IWX)
0400,64,1 SSE WALLEN,ALLEN,IN,41.14,-85.15,SMITH FIELD AIRPORT AWOS. (IWX)
0405,UNK,3 W SOMERVILLE,FAYETTE,TN,35.23,-89.41,DAMAGE TO THE SIGNAGE AND FA̤ADE OF A CONVENIENCE STORE OFF OF HIGHWAY 64 AND TEAGUE ROAD. (MEG)
0406,UNK,4 WNW MILAN,RIPLEY,IN,39.15,-85.21,TREE DOWN AT INTERSECTION OF SR 129 AND SR 350. TIME FROM RADAR (ILN)
0410,UNK,4 SW CHOUDRANT,JACKSON,LA,32.49,-92.55,TREES AND POWER LINES WERE DOWNED NEAR THE JACKSON/LINCOLN PARISH LINE SOUTH OF CHOUDRANT. (SHV)
0413,62,VERSAILLES,RIPLEY,IN,39.06,-85.26,(ILN)
0415,UNK,PORTLAND,JAY,IN,40.44,-84.98,MULTIPLE REPORTS OF DAMAGE THROUGHOUT JAY COUNTY. (IWX)
0418,UNK,3 SSE CAMDEN,BENTON,TN,36.02,-88.09,TREES UPROOTED OR SNAPPED; ROOF BLOWN OFF. (MEG)
0422,UNK,1 ESE VERSAILLES,RIPLEY,IN,39.06,-85.23,SEVERAL LARGE TREES REPORTED DOWN. TIME FROM RADAR (ILN)
0423,UNK,NEY,DEFIANCE,OH,41.38,-84.52,AMATUER RADIO REPORTS TOWN OF NEY HAS NO POWER. (IWX)
0425,UNK,6 SW CLAIBORNE,OUACHITA,LA,32.49,-92.28,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 6 SW CLAIBORNE. A TREE WAS DOWNED ONTO A HOME ON WILLIAMS HARRIS ROAD IN WEST MONROE. (SHV)
0425,60,2 S SAINT MATTHEWS,JEFFERSON,KY,38.22,-85.63,RETIRED NWS EMPLOYEE REPORTED AN ESTIMATED WIND GUST NEAR 60 MPH. (LMK)
0425,UNK,4 NNE BEDFORD,TRIMBLE,KY,38.65,-85.3,DELAYED REPORT. 40 BY 60 FOOT BARN DESTROYED. TIME ESTIMATED FROM RADAR. (LMK)
0428,UNK,2 SW ANCHORAGE,JEFFERSON,KY,38.25,-85.56,REPORTED LARGE HEALTHY OLDER MAPLE TREE WAS DOWN... BLOCKING DORSEY LN NEAR WARD AVE. POWER LINES WERE DOWN IN THIS AREA TOO. TIME ESTIMATED FROM RADAR DATA. (LMK)
0430,UNK,2 NNW VAN WERT,VAN WERT,OH,40.89,-84.59,SEMI BLOWN OVER. (IWX)
0430,UNK,2 SE NAPOLEON,HENRY,OH,41.38,-84.1,2 LARGE TREES DOWNED. (IWX)
0431,UNK,2 NW FORT RECOVERY,MERCER,OH,40.43,-84.79,SEVERAL ANIMAL BARNS DAMAGED NEAR PARK ROAD AND FORT RECOVERY. TIME FRONT RADAR (ILN)
0435,UNK,3 NNE MAUMEE,LUCAS,OH,41.61,-83.63,LUCAS COUNTY SHERIFF DISPATCH REPORTS MULTIPLE TREES AND POWER LINES DOWN. REPORTS THAT A TREE FELL ONTO A HOUSE NORTH OF MAUMEE... OH. (CLE)
0436,UNK,1 E RICHWOOD,OUACHITA,LA,32.45,-92.05,A COUPLE OF TREES WERE DOWNED ON HIGHWAY 15 (WINNSBORO ROAD). (SHV)
0437,UNK,5 S RICHMOND,WAYNE,IN,39.76,-84.87,DEAD AND INJURED LIVESTOCK. BARN DESTROYED. 4 LARGE TREES UPROOTED. (ILN)
0445,UNK,ENVILLE,CHESTER,TN,35.39,-88.43,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM ENVILLE. MINOR TREE AND OUTBUILDING DAMAGE IN THE ENVILLE AREA. (MEG)
0445,UNK,1 NW WESTON,WOOD,OH,41.36,-83.81,WOOD COUNTY SHERIFF DISPATCH REPORTS MULTIPLE WIRES DOWN NEAR WESTON. (CLE)
0446,UNK,2 N OSGOOD,MERCER,OH,40.37,-84.49,REPORT OF DAMAGE TO MULTIPLE BARNS... DEBRIS IN FIELD. TIME EST FROM RADAR. (ILN)
0447,UNK,2 ENE NEW PARIS,PREBLE,OH,39.87,-84.76,ROOF OFF BUILDING... GARAGE DOORS BLOWN IN... POWER POLES SNAPPED (ILN)
0449,UNK,5 N ST. MARYS,AUGLAIZE,OH,40.62,-84.4,ROOF DAMAGE... TREES DOWN... GRAIN BIN IN YARD FROM A MILE AWAY. POSSIBLE TORNADO. (ILN)
0450,UNK,2 WNW MORRIS CHAPEL,MCNAIRY,TN,35.33,-88.39,SEVERAL TREES UPROOTED ALONG HIGHWAY 22. THIS IS NORTH OF THE EARLIER EF2 TORNADO TRACK. (MEG)
0450,UNK,2 S PEMBERVILLE,WOOD,OH,41.38,-83.46,SHINGLES TORN OFF ROOF. (CLE)
0453,UNK,CLIFTON,WAYNE,TN,35.38,-87.99,TREES AND POWER LINES DOWN ALONG HWY 128 JUST SOUTH OF BRYANT LN. (OHX)
0455,UNK,5 ESE HORNSBY,MCNAIRY,TN,35.21,-88.75,SEVERAL TREES UPROOTED ALONG HIGHWAY 64 BETWEEN STAR LANE AND PRENTISS JOHNSON LANE. (MEG)
0455,UNK,2 S LOUISVILLE,JEFFERSON,KY,38.23,-85.76,VIA SOCIAL MEDIA - IMAGES OF A LARGE TREE BLOWN ONTO A CAR ON ST. JAMES COURT IN LOUISVILLE. (LMK)
0455,67,3 ENE OTTAWA,PUTNAM,OH,41.03,-83.98,DELAYED REPORT. (IWX)
0456,UNK,1 SSE IBERIA,GRAYSON,KY,37.36,-86.16,CORRECTS TIME OF PREVIOUS TSTM WND DMG REPORT FROM 1 SSE IBERIA. TREES UPROOTED... GARAGE DOOR BLOWN IN... OUTBUILDINGS DAMAGED ON NOLIN ESTATES ROAD. (LMK)
0456,62,BRITTON,LENAWEE,MI,41.99,-83.83,PUBLIC MEASURED 62 MPH GUST VIA PERSONAL WEATHER STATION. (DTX)
0500,UNK,1 NNW PLEASANT HILL,MIAMI,OH,40.07,-84.35,TREES DOWN AND BARN DAMAGE (ILN)
0500,UNK,3 E WAPAKONETA,AUGLAIZE,OH,40.57,-84.13,SEVERAL GRAIN BINS TORN DOWN... MEDIUM SIZED BRICK BUILDING PARTIALLY TORN DOWN. (ILN)
0500,UNK,PANDORA,PUTNAM,OH,40.95,-83.96,THREE TREES DOWNED ALONG WITH A FEW POWERLINES. (IWX)
0502,UNK,3 E ROUSCULP,ALLEN,OH,40.66,-84.03,SOME LARGE TREE BRANCHES DOWN AND SOME STRUCTURAL DAMAGE TO A BARN. (IWX)
0505,UNK,1 S MAMMOTH CAVE,EDMONSON,KY,37.19,-86.1,DELAYED REPORT. DISPATCH REPORTED MULTIPLE TREES DOWN IN MAMMOTH CAVE. TIME IS ESTIMATED FROM RADAR. (LMK)
0505,UNK,3 S KESSINGER,HART,KY,37.26,-85.97,TREES AND POWER LINES DOWN OUT OF LOGSDON VALLEY. (LMK)
0509,UNK,4 ESE LOVELAND,CLERMONT,OH,39.25,-84.21,POWER POLE SNAPPED IN HALF. TIME FROM RADAR (ILN)
0509,UNK,ENE ADA,HARDIN,OH,40.77,-83.82,LARGE TREE DOWN. TIME FROM RADAR (ILN)
0510,UNK,1 SSE MOSCOW,CLERMONT,OH,38.85,-84.22,TREE DOWN OVER ROAD. TIME FROM RADAR (ILN)
0511,UNK,2 ESE CLAY CENTER,OTTAWA,OH,41.56,-83.34,OTTAWA COUNTY SHERIFF DISPATCH REPORTS TREES AND POWER LINES DOWN ACROSS THE WESTERN PORTION OF THE COUNTY. A PERSONAL WEATHER STATION REPORTED A 78.7 MPH WIND GUST IN (CLE)
0514,UNK,3 NNW HALFWAY,ALLEN,KY,36.84,-86.31,DELAYED REPORT. DISPATCH REPORTED TREE AND POWER LINE DOWN ON ALLEN SPRINGS ROAD. REPORT DID NOT COME IN UNTIL CLOSER TO 6 AM CDT... BUT RADAR IMAGERY WAS USED TO ESTIM (LMK)
0516,UNK,2 NW SOUTHEAST MEMPHIS,SHELBY,TN,35.09,-89.9,TREES UPROOTED OR SNAPPED; ROOF BLOWN OFF. (MEG)
0517,69,KDAY DAYTON COX APT,MONTGOMERY,OH,39.9,-84.22,(ILN)
0520,UNK,5 S HOHENWALD,LEWIS,TN,35.48,-87.56,*** TORNADO POSSIBLE *** TREES AND LINES DOWN... ROAD IMPASSIBLE AND HEAVY RESIDENTIAL STRUCTURAL DAMAGE ALONG JAMES WHITEHEAD RD. IN GRINDERS CREEK. (OHX)
0520,UNK,FINDLAY,HANCOCK,OH,41.05,-83.65,HANCOCK COUNTY SHERIFF DISPATCH REPORTS MULTIPLE TREES AND POWER LINES DOWN. (CLE)
0521,UNK,DUNKIRK,FRANKLIN,OH,40.12,-83.13,BARN DESTROYED AND MULTIPLE TREES DOWN. (ILN)
0522,UNK,3 W CAVE CITY,BARREN,KY,37.14,-86.03,DELAYED REPORT. DISPATCH REPORTED TREE DOWN ON JENNY ROAD. TIME IS ESTIMATED FROM RADAR. (LMK)
0522,UNK,2 N SUMMERSVILLE,GREEN,KY,37.34,-85.61,EM REPORTED TREES DOWN OVER HUDGINS HWY. (LMK)
0522,UNK,LYNDON,JEFFERSON,KY,38.26,-85.58,DELAYED REPORT. DISPATCH REPORTED TREE DOWN AT WILLOW SPRINGS DR AND WHIPPS MILL RD. TIME ESTIMATED FROM RADAR. (LMK)
0522,UNK,1 S CHRISTIANSBURG,CHAMPAIGN,OH,40.04,-84.03,MULTIPLE TREES KNOCKED DOWN. MINOR SHINGLE DAMAGE TO HOME. (ILN)
0523,UNK,2 SW BROOKSVILLE,BRACKEN,KY,38.66,-84.09,TREE DOWN OVER ROAD. TIME FROM RADAR (ILN)
0527,UNK,4 W TODDS POINT,SHELBY,KY,38.29,-85.42,DELAYED REPORT. DISPATCH REPORTED TREE DOWN ON AIKEN RD AND LONG RUN RD. TIME ESTIMATED FROM RADAR. (LMK)
0527,UNK,2 SSE BERRY,HARRISON,KY,38.49,-84.37,DELAYED REPORT. THUNDERSTORM WIND DAMAGE WAS OBSERVED NEAR ROBINSON... WHERE A ROOF WAS BLOWN OFF A BARN. ALL DEBRIS FROM THE ROOF WAS BLOWN TO THE NORTHEAST CORNER OF (LMK)
0533,UNK,3 NNW GEORGIA VETERANS,CRISP,GA,31.99,-83.93,TREE DOWN ON CANNON RD NEAR MILEPOND RD. (FFC)
0533,UNK,2 SSW URBANA,CHAMPAIGN,OH,40.08,-83.76,PINE TREES SNAPPED AND DAMAGE TO A ROOF (ILN)
0535,UNK,PARIS,LAFAYETTE,MS,34.18,-89.47,LARGE TREE LIMBS DOWN IN PARIS. TIME IS RADAR ESTIMATED. (MEG)
0537,UNK,5 N NORTH LEWISBURG,LOGAN,OH,40.29,-83.56,MULTIPLE STRUCTURES WITH DAMAGE ON SITE. (ILN)
0538,UNK,UPPER SANDUSKY,WYANDOT,OH,40.83,-83.29,REPORT OF 1 HOUSE SUSTAINING DAMAGE AND A BARN ROOF BLOWN OFF NEAR THE INTERSECTION OF WARPOLE AND WEST WALKER STREETS. (CLE)
0539,UNK,1 NNE MORROW,WARREN,OH,39.37,-84.12,LARGE PINE TREE DOWN (ILN)
0540,UNK,2 NE LA RUE,MARION,OH,40.6,-83.36,MARION COUNTY SHERIFFS DISPATCH REPORTS POWER LINE DOWN NEAR LA RUE... OH. (CLE)
0545,UNK,HARTSVILLE,TROUSDALE,TN,36.39,-86.16,TREES DOWN IN DOWNTOWN HARTSVILLE AT HAYES ST./RODGERS ST. (OHX)
0545,61,1 NE BROOKSVILLE,BRACKEN,KY,38.7,-84.05,(ILN)
0550,UNK,3 NW BLAIR,LEE,MS,34.47,-88.77,SEVERAL TREES WERE UPROOTED IN THE CORRONA AREA NORTH OF THE TORNADO TRACK. (MEG)
0550,61,2 SSE WILMINGTON,CLINTON,OH,39.42,-83.82,RECORDED AT NWS OFFICE WILMINGTON. (ILN)
0551,UNK,2 WNW CHUCKERY,UNION,OH,40.12,-83.42,TREES DOWN AND ROAD SIGNS BENT. (ILN)
0554,UNK,4 W CHATFIELD,CRAWFORD,OH,40.96,-83.02,ROOF OF BARN BLOWN ONTO RAILROAD TRACKS AND CAUSED TRAIN ENGINE TO DERAIL. HAY BARN DESTROYED AND TOPPLED STACKED ROLLS OF HAY. TREES SNAPPED OFF AND TOPPLED. (CLE)
0555,UNK,6 S LAFAYETTE,MACON,TN,36.43,-86.02,ROOF OF HOME COLLAPSED AND TREES DOWN ON ROSE LANE. POSSIBLE TORNADO. (OHX)
0605,UNK,4 N DELAWARE,DELAWARE,OH,40.36,-83.07,THE TOP THIRD OF A WHITE PINE TREE WAS SNAPPED OFF. (ILN)
0615,UNK,MOUNT GILEAD,MORROW,OH,40.55,-82.83,MORROW COUNTY SHERIFFS DISPATCH REPORTS TREES DOWN NEAR ROUTE 42 IN MOUNT GILEAD. (CLE)
0617,UNK,2 W DANVILLE,HIGHLAND,OH,39.14,-83.77,TREE DOWN OVER ROAD. TIME FROM RADAR (ILN)
0618,UNK,3 ENE MANSFIELD,RICHLAND,OH,40.78,-82.47,TREES TOPPED OFF AND BLOWN OVER. POWER POLES DOWN. ROOF BLOWN OFF MADISON TOWNSHIP HALL. (CLE)
