Time,Speed,Location,County,State,Lat,Lon,Comments
1200,UNK,4 ENE BROOKWOOD,FORSYTH,GA,34.12,-84.12,TREE DOWN ALONG JAMES BURGESS RD. (FFC)
1314,UNK,2 S BEECHWOOD HILLS,OCONEE,GA,33.92,-83.41,TREES DOWN AT EXIT 4 ON THE ATHENS PERIMETER. (FFC)
1314,UNK,1 SE BEECHWOOD HILLS,CLARKE,GA,33.93,-83.4,TREE DOWN ON DOGWOOD DR. (FFC)
1315,UNK,1 SE BEECHWOOD HILLS,CLARKE,GA,33.93,-83.4,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 1 SE BEECHWOOD HILLS. NUMEROUS TREES FELL ALONG DOGWOOD DR WITH SOME OF THEM FALLING ON MULTIPLE HOMES. (FFC)
1316,UNK,2 S ATHENS,CLARKE,GA,33.93,-83.38,MULTIPLE TREES DOWN ON MILLEDGE AVE NEAR EAST CAMPUS RD. (FFC)
1316,UNK,2 ESE BEECHWOOD HILLS,CLARKE,GA,33.93,-83.39,TREE DOWN ON CAR ON PARKWAY DR. (FFC)
1320,UNK,2 S ATHENS,CLARKE,GA,33.93,-83.38,MULTIPLE TREES DOWN NEAR THE INTERSECTION OF PINECREST DR AND PINECREST CT. (FFC)
1327,UNK,SOCIAL CIRCLE,WALTON,GA,33.65,-83.71,DOWNED TREE AT EAST HIGHTOWER TRAIL AND JONES RD. (FFC)
1337,UNK,ROSE HILL,OCONEE,GA,33.78,-83.31,TREES DOWN AT GREESNBORO HWY AND WIRE BRIDGE RD. (FFC)
1437,UNK,3 SW BEECHWOOD HILLS,OCONEE,GA,33.91,-83.45,TREES DOWN AT EXIT 1 ON THE ATHENS PERIMETER. (FFC)
1442,UNK,2 S MOUNT CORY,HANCOCK,OH,40.9,-83.83,TREE DOWN ON COUNTY ROAD 33. TIME ESTIMATED VIA RADAR. (CLE)
1450,60,2 WNW TONTOGANY,WOOD,OH,41.43,-83.78,MESONET STATION AU885 1 WNW TONTOGANY. (CLE)
1453,59,4 N WHITEHOUSE,LUCAS,OH,41.58,-83.8,ASOS STATION KTOL TOLEDO. (CLE)
1504,UNK,PEMBERVILLE,WOOD,OH,41.41,-83.46,UTILITY POLE SNAPPED IN GENOA. (CLE)
1505,UNK,2 ESE TOLEDO,LUCAS,OH,41.66,-83.54,SEVERAL LARGE TREE LIMBS DOWN IN THE COUNTY... PRIMARILY IN THE TOLEDO AREA. TIME ESTIMATED VIA RADAR. (CLE)
1506,UNK,3 SW WALBRIDGE,WOOD,OH,41.56,-83.53,NUMEROUS UTILITY POLES DOWN ACROSS THE NORTHERN PART OF THE COUNTY... PRIMARILY FROM PERRYSBURG TO MILLBURY. TIME ESTIMATED VIA RADAR. (CLE)
1510,UNK,DUNDEE,MONROE,MI,41.96,-83.66,AMATEUR RADIO OPERATOR REPORTS NUMEROUS WIRES DOWN... PARTIAL APARTMENT BUILDING ROOF DESTROYED... AND DAMAGE TO GAZEBO IN DOWNTOWN DUNDEE. (DTX)
1512,61,2 SW FINDLAY,HANCOCK,OH,41.02,-83.67,ASOS STATION KFDY FINDLAY. (CLE)
1514,UNK,1 ENE TIFFIN,SENECA,OH,41.12,-83.17,SEVERAL REPORTS OF DOWNED LIMBS... TREES... AND UTILITY POLES ACROSS SENECA COUNTY. TIME ESTIMATED VIA RADAR. (CLE)
1516,66,3 ESE CLAY CENTER,OTTAWA,OH,41.56,-83.31,TRAINED SPOTTER MEASURED ON HOME WEATHER STATION IN MARTIN. (CLE)
1520,71,9 ENE OREGON,LEZ142,OH,41.7,-83.26,MESONET STATION TWCO1 8 ENE OREGON. (CLE)
1524,UNK,1 ENE BUCYRUS,CRAWFORD,OH,40.81,-82.95,ROOF OF LOCAL BUSINESS BLOWN OFF. TIME ESTIMATED VIA RADAR. (CLE)
1524,UNK,BUCYRUS,CRAWFORD,OH,40.81,-82.98,SCATTERED REPORTS OF TREES AND LARGE BRANCHES DOWN ACROSS CRAWFORD COUNTY. (CLE)
1526,UNK,CARDINGTON,MORROW,OH,40.5,-82.89,MULTIPLE REPORTS OF TREES AND POWERLINES DOWN IN CARDINGTON. TIME ESTIMATED VIA RADAR. (CLE)
1526,64,1 NNW ARCADIA,HANCOCK,OH,41.12,-83.52,MESONET STATION GW2591 ARCADIA. (CLE)
1530,UNK,MOUNT GILEAD,MORROW,OH,40.55,-82.85,MULTIPLE REPORTS OF TREES AND POWERLINES DOWN IN MOUNT GILEAD. TIME ESTIMATED VIA RADAR. (CLE)
1530,82,9 ENE OREGON,LEZ142,OH,41.7,-83.26,MESONET STATION TWCO1 8 ENE OREGON PEAK GUST OF 71 KNOTS (82 MPH). (CLE)
1530,UNK,CARLETON,MONROE,MI,42.06,-83.39,NUMEROUS TREES AND WIRES DOWN REPORTED ACROSS NORTHEAST PORTIONS OF MONROE COUNTY. TIME ESTIMATED BY RADAR. (DTX)
1533,58,4 NE MARION,MARION,OH,40.62,-83.07,ASOS STATION KMNN MARION. (CLE)
1537,UNK,MARENGO,MORROW,OH,40.4,-82.81,MULTIPLE REPORTS OF TREES AND POWERLINES DOWN IN MARENGO. TIME ESTIMATED VIA RADAR. (CLE)
1546,UNK,4 SSW HURON,ERIE,OH,41.35,-82.59,SEVERAL REPORTS OF FALLEN TREES... BRANCHES... AND UTILITY POLES ACROSS ERIE COUNTY... OH DUE TO THUNDERSTORM WIND GUSTS. TIME ESTIMATED VIA RADAR. (CLE)
1547,UNK,FREDERICKTOWN,KNOX,OH,40.48,-82.54,NUMEROUS REPORTS OF TREES AND POWERLINES DOWN IN FREDERICKTOWN. TIME ESTIMATED VIA RADAR. (CLE)
1548,UNK,1 NW MOUNT VERNON,KNOX,OH,40.4,-82.48,NUMEROUS REPORTS OF TREES AND POWERLINES DOWN IN MT. VERNON. TIME ESTIMATED VIA RADAR. (CLE)
1548,UNK,ONTARIO,RICHLAND,OH,40.76,-82.6,*DELAYED REPORT* TOP OF PINE TREE SNAPPED OFF BY WIND NEAR ONTARIO. (CLE)
1552,UNK,1 S ASHLAND,ASHLAND,OH,40.85,-82.32,NUMEROUS TREES AND UTILITY LINES DOWN SOUTH OF THE CITY. (CLE)
1554,UNK,PERRYSVILLE,ASHLAND,OH,40.66,-82.31,*DELAYED REPORT* PORTION OF A BARN ROOF TORN OFF. (CLE)
1555,UNK,7 N LAKE VESUVIUS,LAWRENCE,OH,38.72,-82.63,LARGE TREE DOWN IN THE ROADWAY... 16700 BLOCK OF STATE ROUTE 93. (RLX)
1557,UNK,NEWTON FALLS,TRUMBULL,OH,41.19,-80.97,NWS EMPLOYEE REPORTED A LARGE TREE DOWN ON PROPERTY WITH NUMEROUS TREE DOWN AROUND THE AREA. (CLE)
1558,UNK,WAKEMAN,HURON,OH,41.26,-82.4,TREES AND POWERLINES DOWN AROUND THE AREA OF LINCOLN AND GREEN ROADS. (CLE)
1559,62,4 N MANSFIELD,RICHLAND,OH,40.82,-82.52,ASOS STATION KMFD MANSFIELD. (CLE)
1600,UNK,7 W CROWN CITY,LAWRENCE,OH,38.61,-82.41,TREE DOWN ACROSS COUNTY ROAD 2 NORTH OF WILLOW WOOD. (RLX)
1600,UNK,LOUDONVILLE,ASHLAND,OH,40.64,-82.23,UTILITY POLE SNAPPED ON WEST MAIN STREET. TIME ESTIMATED VIA RADAR. (CLE)
1600,UNK,1 NNE VERMILION,LORAIN,OH,41.43,-82.3,SHINGLES AND A SMALL PORTION OF A ROOF RIPPED OFF OF A RESIDENCE. TIME ESTIMATED VIA RADAR. (CLE)
1601,UNK,ASHLAND,ASHLAND,OH,40.87,-82.32,LARGE TREE LIMBS DOWN AND A ROOF BLOWN OFF AN OUTBUILDING. (CLE)
1607,UNK,4 NNW NASHVILLE,HOLMES,OH,40.66,-82.13,LARGE TREE DOWN NEAR STATE ROUTE 226 AND STATE ROUTE 179. TIME ESTIMATED VIA RADAR. (CLE)
1607,UNK,2 NNE LORAIN,LORAIN,OH,41.46,-82.18,LARGE TREE UPROOTED AND DOWN ON HOUSE. TIME ESTIMATED VIA RADAR. (CLE)
1608,UNK,GLENMONT,HOLMES,OH,40.52,-82.1,SEVERAL REPORTS OF TREES AND POWERLINES DOWN IN GLENMONT. TIME ESTIMATED VIA RADAR. (CLE)
1610,61,3 E SOUTH AMHERST,LORAIN,OH,41.35,-82.18,ASOS STATION KLPR LORAIN ELYRIA. (CLE)
1613,UNK,WOOSTER,WAYNE,OH,40.81,-81.94,*DELAYED REPORT* PINE TREE SNAPPED OFF... PARTIALLY LANDING ON A DETACHED GARAGE CAUSING MINOR DAMAGE. (CLE)
1613,UNK,3 SSE ELYRIA,LORAIN,OH,41.34,-82.08,TREE DOWN ON S. ABBE ROAD NEAR CHESTNUT RIDGE ROAD. TIME ESTIMATED VIA RADAR. (CLE)
1614,UNK,5 W APPLE CREEK,WAYNE,OH,40.74,-81.93,*DELAYED REPORT* ONE POWER POLE SNAPPED AND FELL ONTO OH 83 WITH SEVERAL OTHERS PARTIALLY SNAPPED AND LEANING OVER THE ROAD. (CLE)
1615,UNK,MILLERSBURG,HOLMES,OH,40.56,-81.92,SEVERAL REPORTS OF TREES AND POWERLINES DOWN IN MILLERSBURG. TIME ESTIMATED VIA RADAR. (CLE)
1616,UNK,1 NNE AVON,LORAIN,OH,41.47,-82.02,TREE DOWN ON POWERLINES. (CLE)
1617,UNK,LAKEWOOD,CUYAHOGA,OH,41.48,-81.78,*DELAYED REPORT* LARGE TREE SNAPPED AT NIAGARA PARK IN LAKEWOOD. (CLE)
1618,UNK,4 N APPLE CREEK,WAYNE,OH,40.8,-81.84,TREES DOWN ON APPLE CREEK ROAD. (CLE)
1620,UNK,COSHOCTON,COSHOCTON,OH,40.26,-81.85,TREES AND POWER LINES DOWN IN AND AROUND TOWN OF COSHOCTON. (PBZ)
1620,UNK,2 SSE RITTMAN,WAYNE,OH,40.94,-81.76,TREES AND UTILITY POLES DOWN ALL ACROSS WAYNE COUNTY. COUNTY DISPATCH SAID THAT DOYLESTOWN... CHIPPEWA... AND AREAS NORTH OF WOOSTER WERE HIT HARDEST. TIME ESTIMATED VI (CLE)
1620,UNK,MEDINA,MEDINA,OH,41.14,-81.86,*DELAYED REPORT* LARGE PINE TREE WAS UPROOTED AND LANDED ON A HOUSE. (CLE)
1622,UNK,5 SE FREDERICKSBURG,HOLMES,OH,40.63,-81.78,ROOF PARTIALLY BLOWN OFF RESIDENCE NEAR STATE ROUTE 241 AND COUNTY ROAD 77. TIME ESTIMATED VIA RADAR. (CLE)
1622,UNK,5 SE BRUNSWICK,MEDINA,OH,41.19,-81.74,POLES AND WIRES DOWN NEAR I271 AND RIDGE ROAD. (CLE)
1625,59,1 WNW SMITHVILLE,WAYNE,OH,40.87,-81.88,ASOS STATION KBJJ WOOSTER. (CLE)
1625,UNK,5 SSE BRUNSWICK,MEDINA,OH,41.18,-81.79,LARGE TREE DOWN ACROSS NICHOLS ROAD SOUTH OF WEYMOUTH. (CLE)
1625,UNK,RICHFIELD,SUMMIT,OH,41.23,-81.64,3 LARGE TREES DOWN NEAR ROUTE 303 AND ROUTE 176. (CLE)
1628,UNK,2 SSW MONTROSE-GHENT,SUMMIT,OH,41.14,-81.66,TREE AND UTILITY POLE REPORTED DOWN NEAR INTERSTATE 71 AND SR 18. (CLE)
1628,UNK,KENT,PORTAGE,OH,41.15,-81.36,NUMEROUS TREES REPORTED DOWN ACROSS THE CITY. (CLE)
1629,UNK,3 NW RICHFIELD,SUMMIT,OH,41.26,-81.68,TREE DOWN ACROSS ROAD AT HINCKLEY RESERVATION ENTRANCE. TIME ESTIMATED VIA RADAR. (CLE)
1630,UNK,1 WNW CANAL FULTON,STARK,OH,40.89,-81.6,SEVERAL TELEPHONE POLES SNAPPED IN CANAL FULTON. TIME ESTIMATED VIA RADAR. (CLE)
1630,UNK,CUYAHOGA FALLS,SUMMIT,OH,41.14,-81.47,LARGE TREE DOWN. (CLE)
1632,UNK,1 NNE SEVEN HILLS,CUYAHOGA,OH,41.39,-81.67,*DELAYED REPORT* TREE DOWNED ACROSS CROSSVIEW RD BRINGING DOWN WIRES. (CLE)
1633,UNK,1 E MASSILLON,STARK,OH,40.8,-81.51,*DELAYED REPORT* NUMEROUS WHOLE TREES AND LARGE LIMBS DOWNED BETWEEN MASSILLON AND PERRY TWP WITH SOME FALLING ON HOMES... GARAGES... AND POWER-LINES. (CLE)
1633,UNK,2 WNW GREEN,SUMMIT,OH,40.95,-81.52,NUMEROUS TREES DOWN NEAR INTERSECTION OF CHRISTMAN AND EAST CASTON ROADS. (CLE)
1633,UNK,1 NNE CUYAHOGA FALLS,SUMMIT,OH,41.19,-81.51,NUMEROUS TREES REPORTED DOWN. (CLE)
1633,UNK,2 WSW WILLOWICK,CUYAHOGA,OH,41.62,-81.5,PIECE OF A ROOF BLEW OFF A BUILDING AND DAMAGED SEVERAL VEHICLES IN PARKING LOT. (CLE)
1634,60,3 ESE CANAL FULTON,STARK,OH,40.88,-81.53,*DELAYED REPORT* MEASURED ON HOME WEATHER STATION IN JACKSON TWP. MANY LARGE PINE TREES UPROOTED AND BLOCKING ROADWAYS. (CLE)
1635,UNK,2 N BURLINGTON,LAWRENCE,OH,38.43,-82.53,TREE DOWN WITH POWERLINES ALONG COUNTY ROAD 120. (RLX)
1635,UNK,NEW PHILADELPHIA,TUSCARAWAS,OH,40.49,-81.44,MULTIPLE TREES REPORTED DOWN WITHIN THE TOWN. (PBZ)
1635,UNK,INDEPENDENCE,CUYAHOGA,OH,41.37,-81.65,*DELAYED REPORT* TREE FELL ON A HOUSE. (CLE)
1636,UNK,2 SW SILVER LAKE,SUMMIT,OH,41.13,-81.48,ROOF BLOWN OFF A CHURCH NEAR BROAD BLVD AND 2ND STREET. (CLE)
1637,UNK,CANTON,STARK,OH,40.79,-81.41,*DELAYED REPORT* PINE TREE UPROOTED ONTO HOUSE. MULTIPLE TREES DOWN IN THE VICINITY. PEA SIZED HAIL ALSO NOTED. (CLE)
1637,59,2 WNW LAKEMORE,SUMMIT,OH,41.03,-81.47,ASOS STATION KAKR AKRON FULTON INTERNATIONAL AIRPORT. (CLE)
1638,UNK,SOLON,CUYAHOGA,OH,41.37,-81.42,*DELAYED REPORT* MULTIPLE TREES DOWN ALONG LIBERTY ROAD SOUTH OF AURORA ROAD. ALSO A TREE AND WIRES BLOCKING AURORA ROAD EAST OF LIBERTY ROAD. (CLE)
1639,64,3 N CLEVELAND,CUYAHOGA,OH,41.52,-81.68,ASOS STATION KBKL CLEVELAND. (CLE)
1640,UNK,2 NNE DUNBAR,KANAWHA,WV,38.4,-81.73,LARGE TREE DOWN BLOCKING BIG TYLER ROAD NEAR VICTORIA RD... BETWEEN CHARLESTON AND CROSS LANES. (RLX)
1640,UNK,DOVER,TUSCARAWAS,OH,40.53,-81.48,WIDESPREAD TREES POWER LINES DOWN IN DOVER... MINERAL CITY AND SHERRODSVILLE. SOME TREES ON HOUSES IN THESE LOCATIONS. NO INJURIES REPORTED. (PBZ)
1640,UNK,2 SSE NORTH CANTON,STARK,OH,40.85,-81.38,ROOF OF GLENWOOD INTERMEDIATE SCHOOL BLOWN OFF. TIME ESTIMATED VIA RADAR. (CLE)
1640,UNK,2 ENE NORTH CANTON,STARK,OH,40.89,-81.36,UTILITY POLE DOWN AND DOWNED WIRES ON FIRE ON ROADWAY NEAR ROUTE 43. TIME ESTIMATED VIA RADAR. (CLE)
1640,UNK,1 W CLEVELAND HEIGHTS,CUYAHOGA,OH,41.52,-81.57,*DELAYED REPORT* TREE FELL THROUGH HOUSE. (CLE)
1641,UNK,2 N STOW,SUMMIT,OH,41.2,-81.45,*DELAYED REPORT* SEVERAL TREES SNAPPED IN THE STOW AND HUDSON AREA. SOME FELL ONTO ROADS AND TOOK DOWN POWER-LINES. (CLE)
1641,UNK,BAINBRIDGE,GEAUGA,OH,41.39,-81.34,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM BAINBRIDGE. LARGE TREE UPROOTED NEAR ROUTE 306 AND BAINBRIDGE ROAD. (CLE)
1643,UNK,3 N LOUISVILLE,STARK,OH,40.88,-81.26,*DELAYED REPORT* LARGE TREE UPROOTED. ESTIMATED 65 MPH WIND GUST. (CLE)
1645,UNK,BERGHOLZ,JEFFERSON,OH,40.52,-80.88,WIDESPREAD TREESS/LINES DOWN ACROSS COUNTY INCLUDING RICHMOND... STEUBENVILLE AND BLOOMINGDALE. (PBZ)
1645,UNK,2 NNE MASSILLON,STARK,OH,40.82,-81.51,LARGE TREE DOWN ON A CAR. WIRES DOWN. (CLE)
1645,UNK,SALEM,COLUMBIANA,OH,40.9,-80.85,WIDESPREAD TREES AND LINES DOWN THROUGHOUT COUNTY. INITIAL DAMAGE BEGAN 1230-1245 PM. (PBZ)
1645,UNK,RAVENNA,PORTAGE,OH,41.16,-81.24,NUMEROUS TREES REPORTED DOWN ACROSS THE CITY. (CLE)
1645,UNK,AURORA,PORTAGE,OH,41.31,-81.34,NUMEROUS TREES REPORTED DOWN ACROSS THE CITY. (CLE)
1646,UNK,CHAGRIN FALLS,CUYAHOGA,OH,41.43,-81.4,*DELAYED REPORT* VIDEO OF WIND GUSTS DOWNING SEVERAL LARGE LIMBS IN A WOODED AREA ACROSS THE STREET. (CLE)
1648,79,1 NNW FAIRPORT HARBOR,LAKE,OH,41.76,-81.28,LIGHTHOUSE FAIO1 FAIRPORT... OH PEAK GUST OF 69 KNOTS. (CLE)
1649,UNK,1 WNW CHARDON,GEAUGA,OH,41.58,-81.22,*DELAYED REPORT* DOWNED TREE TOOK OUT A POWER POLE AND LINES. (CLE)
1650,UNK,10 N CADIZ,HARRISON,OH,40.41,-80.99,TWO OUTBUIDLINGS DESTROYED WITH MATERIAL LOFTED INTO A NEARBY STRTUCTURE 30-40 FEET UP. (PBZ)
1650,UNK,4 SSE PAINESVILLE,LAKE,OH,41.67,-81.22,*DELAYED REPORT* LARGE PINE TREE UPROOTED IN CONCORD TWP. (CLE)
1652,UNK,ALLIANCE,STARK,OH,40.92,-81.11,*DELAYED REPORT* LARGE TREE SNAPPED AT BASE. (CLE)
1654,UNK,HIRAM,PORTAGE,OH,41.31,-81.15,*DELAYED REPORT* ONE LARGE MAPLE UPROOTED WITH TWO OTHERS SNAPPED OFF. (CLE)
1656,UNK,1 SSE IBERIA,GRAYSON,KY,37.36,-86.16,TREES UPROOTED... GARAGE DOOR BLOWN IN... OUTBUILDINGS DAMAGED ON NOLIN ESTATES ROAD. (LMK)
1656,UNK,GARRETTSVILLE,PORTAGE,OH,41.28,-81.1,*DELAYED REPORT* A LARGE TREE SNAPPED AND FELL ONTO A MOBILE HOME RESULTING IN SIGNIFICANT DAMAGE. (CLE)
1656,70,MIDDLEFIELD,GEAUGA,OH,41.46,-81.08,(CLE)
1657,UNK,NEWTON FALLS,TRUMBULL,OH,41.19,-80.97,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM NEWTON FALLS. NWS EMPLOYEE REPORTED A LARGE TREE DOWN ON PROPERTY WITH NUMEROUS TREE DOWN AROUND THE AREA. (CLE)
1700,UNK,ST. CLAIRSVILLE,BELMONT,OH,40.08,-80.9,FIBER OPTIC CABLES DOWNED WITHIN THE TOWN. (PBZ)
1700,UNK,1 SE WILLOW GROVE,COLUMBIANA,OH,40.88,-80.88,TREES DOWN (PBZ)
1701,UNK,1 W WINDSOR TWP,ASHTABULA,OH,41.54,-80.94,*DELAYED REPORT* LARGE PINE TREE UPROOTED. (CLE)
1705,UNK,3 NE TURNPIKE INTERCHAN,TRUMBULL,OH,41.25,-80.9,*** 1 FATAL *** A LARGE TREE FELL ON A RESIDENCE ON PARK ROAD IN LEAVITTSBURG... ENTRAPPING AN OCCUPANT THAT RESULTED IN A FATALITY. (CLE)
1707,UNK,SALEM,COLUMBIANA,OH,40.9,-80.85,METAL CARPORT DISPLACED ON ROUTE 14. TIME BASED OFF THE RADAR. (PBZ)
1708,UNK,8 NNW ORANGEVILLE,TRUMBULL,OH,41.46,-80.57,PINE TREE FELL ON A HOUSE ON KINSMAN ROAD. (CLE)
1710,UNK,LOVI,BEAVER,PA,40.68,-80.15,NUMEROUS TREES UPROOTED. (PBZ)
1710,UNK,AUSTINTOWN,MAHONING,OH,41.09,-80.74,*DELAYED REPORT* DOWNED TREE BLOCKING RAY AVE IN AUSTINTOWN. OTHER TREES REPORTED DOWNED IN THE AREA WITH POWER OUTAGES ALSO NOTED IN THE REPORT. (CLE)
1711,UNK,NORTH LIMA,MAHONING,OH,40.96,-80.66,*DELAYED REPORT* TREE DOWN. (CLE)
1713,UNK,3 W BELMONT,BELMONT,OH,40.03,-81.1,TREES REPORTED DOWN ALONG STATE ROUTE 147 WEST OF BELMONT. (PBZ)
1713,UNK,2 N SCOTCH HILL,CLARION,PA,41.35,-79.26,MULTIPLE TREES DOWN BETWEEN LEEEPR AND COOK FOREST ALONG ROUTE 36. (PBZ)
1713,UNK,1 ENE GIRARD,ERIE,PA,42.01,-80.3,10 PINE TREE SNAPPED HALFWAY UP NEAR ROUTE 20 AND IMPERIAL PARKWAY. (CLE)
1714,UNK,POLAND,MAHONING,OH,41.02,-80.62,*DELAYED REPORT* NUMEROUS TREES DOWNED IN POLAND. (CLE)
1714,UNK,GIRARD,TRUMBULL,OH,41.15,-80.71,*DELAYED REPORT* AT LEAST TWO LARGE TREES UPROOTED WITH MULTIPLE LARGE LIMBS ALSO DOWNED. AT LEAST ONE LARGE LIMB FELL ONTO A ROADWAY... RESULTING IN CLOSURE OF THE ROA (CLE)
1714,UNK,1 ESE VIENNA,TRUMBULL,OH,41.25,-80.67,ASOS STATION KYNG YOUNGSTOWN. (CLE)
1715,UNK,6 NNW ELLENBORO,PLEASANTS,WV,39.34,-81.11,OUTAGES DUE TO TREE DAMAGE REPORTED NEAR WILEY. (RLX)
1718,UNK,UNADILLA,DOOLY,GA,32.26,-83.73,POWERLINES DOWN AT BORUM ST AND PEAVY ST. (FFC)
1719,UNK,1 WSW MAPLEDALE,VENANGO,PA,41.38,-79.88,PARTIAL COLLAPSE OF A STRUCTURE ON MERCER ROAD (PBZ)
1719,62,5 NE JEFFERSON,ASHTABULA,OH,41.78,-80.7,ASOS STATION KHZY ASHTABULA. (CLE)
1720,UNK,1 N CARNOT-MOON,ALLEGHENY,PA,40.53,-80.21,SEVERAL LARGE BRANCHES DOWN ON WYNGATE ROAD. PICTURE PROVIDED. (PBZ)
1720,UNK,LAWRENCEVILLE,HANCOCK,WV,40.61,-80.54,TREES AND WIRES DOWN ON JOHNSONVILLE ROAD (PBZ)
1720,UNK,CHESTER,HANCOCK,WV,40.61,-80.57,TREES DOWN ON CHURCH ALLEY AND THE CITY PARK. TIME ESTIMATED FROM RADAR. (PBZ)
1720,UNK,WEST MIDDLESEX,MERCER,PA,41.17,-80.46,TREES DOWN IN WEST MIDDLESEX... INCLUDING ON BEDFORD ROAD... CAUSING POWER OUTAGES. TIME ESTIMATED FROM RADAR. (PBZ)
1720,UNK,HERMITAGE,MERCER,PA,41.23,-80.44,TREES DOWN IN HERMITAGE. TIME ESTIMATED FROM RADAR. (PBZ)
1720,UNK,MAYSVILLE,MERCER,PA,41.4,-80.45,TREES DOWN IN WEST SALEM TOWNSHIP. TIME ESTIMATED FROM RADAR. (PBZ)
1720,UNK,6 SSE ANDOVER,ASHTABULA,OH,41.53,-80.53,DOWNED TREE PARTIALLY BLOCKING US-322 JUST BEFORE PENNSYLVANIA BORDER. (CLE)
1720,UNK,5 SSE ANDOVER,ASHTABULA,OH,41.54,-80.54,BARN COLLAPSED ONE MILE EAST OF WILLIAMSFIELD... OH. TIME ESTIMATED VIA RADAR. (CLE)
1721,58,5 NE MCKEAN,ERIE,PA,42.05,-80.08,GUST RECORDED NEAR I90 AND ROUTE 19. (CLE)
1722,UNK,JAMESTOWN,MERCER,PA,41.48,-80.44,TREES DOWN ON WIRES. RADAR ESTIMATED TIME. (PBZ)
1723,58,WHEELING AIRPORT,OHIO,WV,40.17,-80.65,(PBZ)
1724,UNK,SMITHVILLE,LEE,GA,31.9,-84.25,POWERLINES DOWN IN SMITHVILLE. TIME ESTIMATED BY RADAR. (TAE)
1725,UNK,CANONSBURG,WASHINGTON,PA,40.26,-80.19,SIDING BLOWN OFF HOUSE AND TREE DOWN IN YARD. TIME ESTIMATED FROM RADAR. (PBZ)
1725,60,PITTSBURGH INTL AIRPORT,ALLEGHENY,PA,40.5,-80.27,(PBZ)
1725,UNK,NEW CASTLE,LAWRENCE,PA,41,-80.35,OAK TREES DOWN AND BRANCHES DISPLACED AROUND THE CITY. TIME BASED ON THE RADAR. (PBZ)
1727,UNK,EDINBORO,ERIE,PA,41.87,-80.12,*DELAYED REPORT* NUMEROUS CALLS FOR DOWNED TREES AND POWER-LINES CAME INTO DISPATCH FROM ACROSS ERIE COUNTY. POWER OUTAGES WERE MOST CONCENTRATED JUST EAST OF I-79 IN M (CLE)
1728,UNK,2 WNW IMPERIAL,ALLEGHENY,PA,40.46,-80.28,TWO TREES DOWN IN OBSERVER YARD. PICTURES PROVIDED. (PBZ)
1730,UNK,SUGARCREEK,TUSCARAWAS,OH,40.51,-81.64,SIDING TORN OFF OF A HOUSE. PICTURES PROVIDED. TIME ESTIMATED. (PBZ)
1730,UNK,1 SW DOCTOR HEIGHTS,BEAVER,PA,40.68,-80.29,TREE BLOWN DOWN IN MONACA/CENTER TOWNSHIP CEMETRY. (PBZ)
1731,UNK,SHARPSVILLE,MERCER,PA,41.26,-80.48,TREE DOWN ON 10TH STREET. PICTURE PROVIDED. TIME BASED OFF THE RADAR. (PBZ)
1732,UNK,MONACA,BEAVER,PA,40.68,-80.27,TREE DOWN BEHIND STEPHEN PHILLIPS APARTMENTS. TIME BASED OFF THE RADAR. (PBZ)
1733,UNK,UPPER SAINT CLAIR,ALLEGHENY,PA,40.34,-80.08,TREES UPROOTED AT SOUTH HILLS VILLAGE MALL. SMALL HAIL NOTED. TIME BASED OFF THE RADAR. (PBZ)
1733,UNK,IMPERIAL,ALLEGHENY,PA,40.45,-80.24,TREE UPROOTED. TIME ESTIMATED BY RADAR. (PBZ)
1734,UNK,KIMBOLTON,GUERNSEY,OH,40.15,-81.57,TREE REPORTED DOWN AT INTERSECTION OF 21 AND BRODHEAD ROADS. (PBZ)
1735,UNK,MARS,BUTLER,PA,40.7,-80.01,ROOF DAMAGE TO BUSINESS BETWEEN DUNCAN ALLEY AND GRAND AVE. VIDEO SURVEILLANCE FOOTAGE AVAILABLE. TIME ESTIMATED BASED ON RADAR. . (PBZ)
1735,UNK,HARMONY,BUTLER,PA,40.8,-80.13,PINE TREES DOWN. TIME ESTIMATED BY THE RADAR. (PBZ)
1736,UNK,GUYS MILLS,CRAWFORD,PA,41.63,-79.98,*DELAYED REPORT* LARGE PINE TREE FELL ONTO A ROAD AND TOOK DOWN POWER-LINES. TIME ESTIMATED VIA RADAR. (CLE)
1736,UNK,2 NW ASHVILLE,CHAUTAUQUA,NY,42.11,-79.41,SEVERAL UTILITY POLES SNAPPED OR BLOWN OVER ON BUTTS ROAD. (BUF)
1737,69,ALLEGHENY COUNTY AIRPOR,ALLEGHENY,PA,40.35,-79.92,CORRECTED TO THUNDERSTORM WIND GUST (PBZ)
1737,76,1 E MILLBROOK,MERCER,PA,41.25,-80.03,MEASURED GUST OF 76 MPH ON DAVIS ANEMOMETER. SHINGLES BLOWN OFF OF ROOF. (PBZ)
1737,58,4 WSW MEADVILLE,CRAWFORD,PA,41.63,-80.22,ASOS STATION KGKJ MEADVILLE. (CLE)
1739,UNK,1 SSW FERNWAY,BUTLER,PA,40.68,-80.14,TREE DOWN ON BRANDYWINE DR. IN CRANBERRY TWP. PICTURE PROVIDED. TIME BASED OFF THE RADAR. (PBZ)
